diff_mean,disp_mean,rel_mean,ranker,source,group,subgroup,theta,hfunc,augmentation,val_metric,feature_method,num_features,balancing_factor,ranker_config
0.4370484,1.6134308,1.1347897,ac,lm_mrfr_err_aug0.7_msd_20_0.9,author,ind,9,min,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_author_ind_9_min
0.4243871,1.59918995,1.1339999,ac,lm_mrfr_err_aug0.7_msd_20_0.9,author,none,99,linear,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_author_none_99_linear
0.4243871,1.59918995,1.1339999,ac,lm_mrfr_err_aug0.7_msd_20_0.9,author,none,99,max,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_author_none_99_max
0.48471395,1.59205845,1.1002706,ac,lm_mrfr_err_aug0.7_msd_20_0.9,author,none,99,min,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_author_none_99_min
0.41744855,1.59550495,1.1356266,ac,lm_mrfr_err_aug0.7_msd_20_0.9,author,none,9,linear,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_author_none_9_linear
0.4209543,1.60328425,1.13776345,ac,lm_mrfr_err_aug0.7_msd_20_0.9,author,none,9,max,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_author_none_9_max
0.54088515,1.7251281,1.1387199,ac,lm_mrfr_err_aug0.7_msd_20_0.9,author,none,9,min,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_author_none_9_min
0.4363579,1.58536525,1.1211021,ac,lm_mrfr_err_aug0.7_msd_20_0.9,author,one,99,linear,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_author_one_99_linear
0.4363579,1.58536525,1.1211021,ac,lm_mrfr_err_aug0.7_msd_20_0.9,author,one,99,max,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_author_one_99_max
0.4227972,1.53926705,1.1048334,ac,lm_mrfr_err_aug0.7_msd_20_0.9,author,one,99,min,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_author_one_99_min
0.42024835,1.57362335,1.12328595,ac,lm_mrfr_err_aug0.7_msd_20_0.9,author,one,9,linear,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_author_one_9_linear
0.4246414,1.58993005,1.12924285,ac,lm_mrfr_err_aug0.7_msd_20_0.9,author,one,9,max,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_author_one_9_max
0.43643715,1.6102426,1.1335012,ac,lm_mrfr_err_aug0.7_msd_20_0.9,author,one,9,min,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_author_one_9_min
0.4254647,1.5897814,1.12875675,ac,lm_mrfr_err_aug0.7_msd_20_0.9,doc,,99,linear,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_doc_99_linear
0.4254647,1.5897814,1.12875675,ac,lm_mrfr_err_aug0.7_msd_20_0.9,doc,,99,max,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_doc_99_max
0.4360348,1.55700305,1.1070826,ac,lm_mrfr_err_aug0.7_msd_20_0.9,doc,,99,min,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_doc_99_min
0.4185221,1.57887955,1.12677715,ac,lm_mrfr_err_aug0.7_msd_20_0.9,doc,,9,linear,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_doc_9_linear
0.4227174,1.59096675,1.13072315,ac,lm_mrfr_err_aug0.7_msd_20_0.9,doc,,9,max,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_doc_9_max
0.43449815,1.6211122,1.13990555,ac,lm_mrfr_err_aug0.7_msd_20_0.9,doc,,9,min,,,,,,ac_lm_mrfr_err_aug0.7_msd_20_0.9_doc_9_min
0.44606905,1.6425999,1.14486405,ac,lm_mrfr_err_aug0.7_nofeat,author,ind,99,linear,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_ind_99_linear
0.446069,1.6425999,1.14486405,ac,lm_mrfr_err_aug0.7_nofeat,author,ind,99,max,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_ind_99_max
0.42385085,1.5623335,1.11583985,ac,lm_mrfr_err_aug0.7_nofeat,author,ind,99,min,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_ind_99_min
0.40945635,1.59201855,1.13787945,ac,lm_mrfr_err_aug0.7_nofeat,author,ind,9,linear,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_ind_9_linear
0.3985277,1.58657765,1.14062345,ac,lm_mrfr_err_aug0.7_nofeat,author,ind,9,max,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_ind_9_max
0.4280953,1.61723355,1.14116765,ac,lm_mrfr_err_aug0.7_nofeat,author,ind,9,min,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_ind_9_min
0.4602521,1.70628585,1.16961545,ac,lm_mrfr_err_aug0.7_nofeat,author,none,99,linear,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_none_99_linear
0.46025205,1.70628585,1.16961545,ac,lm_mrfr_err_aug0.7_nofeat,author,none,99,max,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_none_99_max
0.4771267,1.59843635,1.1072534,ac,lm_mrfr_err_aug0.7_nofeat,author,none,99,min,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_none_99_min
0.44440745,1.6413504,1.1450698,ac,lm_mrfr_err_aug0.7_nofeat,author,none,9,linear,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_none_9_linear
0.4496981,1.6473703,1.14543455,ac,lm_mrfr_err_aug0.7_nofeat,author,none,9,max,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_none_9_max
0.5448014,1.7301662,1.13928085,ac,lm_mrfr_err_aug0.7_nofeat,author,none,9,min,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_none_9_min
0.44758525,1.64354425,1.1445781,ac,lm_mrfr_err_aug0.7_nofeat,author,one,99,linear,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_one_99_linear
0.4475852,1.64354425,1.1445781,ac,lm_mrfr_err_aug0.7_nofeat,author,one,99,max,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_one_99_max
0.41960945,1.5597154,1.1166515,ac,lm_mrfr_err_aug0.7_nofeat,author,one,99,min,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_one_99_min
0.4074046,1.59483795,1.140315,ac,lm_mrfr_err_aug0.7_nofeat,author,one,9,linear,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_one_9_linear
0.39764135,1.58897765,1.1422666,ac,lm_mrfr_err_aug0.7_nofeat,author,one,9,max,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_one_9_max
0.4272192,1.6214418,1.14370985,ac,lm_mrfr_err_aug0.7_nofeat,author,one,9,min,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_author_one_9_min
0.44119215,1.6489128,1.1504588,ac,lm_mrfr_err_aug0.7_nofeat,doc,,99,linear,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_doc_99_linear
0.4411921,1.6489128,1.1504588,ac,lm_mrfr_err_aug0.7_nofeat,doc,,99,max,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_doc_99_max
0.43967665,1.57667485,1.1150975,ac,lm_mrfr_err_aug0.7_nofeat,doc,,99,min,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_doc_99_min
0.41735435,1.6128621,1.1443523,ac,lm_mrfr_err_aug0.7_nofeat,doc,,9,linear,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_doc_9_linear
0.404732,1.60284585,1.14565545,ac,lm_mrfr_err_aug0.7_nofeat,doc,,9,max,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_doc_9_max
0.42249015,1.63432785,1.1525173,ac,lm_mrfr_err_aug0.7_nofeat,doc,,9,min,,,,,,ac_lm_mrfr_err_aug0.7_nofeat_doc_9_min
0.6154525,1.8853141,1.18152915,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,ind,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_ind_99_linear
0.61545255,1.8853141,1.18152915,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,ind,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_ind_99_max
0.51569195,1.7600779,1.16879155,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,ind,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_ind_99_min
0.52122495,1.7530358,1.162504,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,ind,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_ind_9_linear
0.5140177,1.769795,1.17448715,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,ind,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_ind_9_max
0.54548855,1.7655357,1.15662195,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,ind,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_ind_9_min
0.60953835,1.8804832,1.1820708,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,none,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_none_99_linear
0.6095384,1.8804832,1.1820708,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,none,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_none_99_max
0.60192225,1.83963085,1.1654529,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,none,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_none_99_min
0.5362114,1.76809185,1.16253875,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,none,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_none_9_linear
0.5185243,1.7769812,1.17582695,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,none,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_none_9_max
0.68854325,1.9072407,1.1559471,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,none,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_none_9_min
0.6157014,1.8893038,1.18339955,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,one,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_one_99_linear
0.61570145,1.8893038,1.18339955,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,one,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_one_99_max
0.51500835,1.7594353,1.1688121,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,one,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_one_99_min
0.5183843,1.75124375,1.1630283,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,one,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_one_9_linear
0.51341625,1.76859485,1.17418785,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,one,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_one_9_max
0.5420165,1.7620276,1.1566039,ac,lm_mrfr_err_noaug_mpt_10_0.1,author,one,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_author_one_9_min
0.6158994,1.89202195,1.1846597,ac,lm_mrfr_err_noaug_mpt_10_0.1,doc,,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_doc_99_linear
0.6158994,1.89202195,1.1846597,ac,lm_mrfr_err_noaug_mpt_10_0.1,doc,,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_doc_99_max
0.5149685,1.76247275,1.1703505,ac,lm_mrfr_err_noaug_mpt_10_0.1,doc,,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_doc_99_min
0.5202892,1.76549045,1.1691991,ac,lm_mrfr_err_noaug_mpt_10_0.1,doc,,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_doc_9_linear
0.50966215,1.7710312,1.177283,ac,lm_mrfr_err_noaug_mpt_10_0.1,doc,,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_doc_9_max
0.53190305,1.76481745,1.1630556,ac,lm_mrfr_err_noaug_mpt_10_0.1,doc,,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.1_doc_9_min
0.4917185,1.7136521,1.1575652,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,ind,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_ind_99_linear
0.4917185,1.7136521,1.1575652,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,ind,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_ind_99_max
0.3991333,1.5960682,1.14506595,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,ind,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_ind_99_min
0.4572376,1.648853,1.1424063,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,ind,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_ind_9_linear
0.44347455,1.659187,1.1544547,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,ind,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_ind_9_max
0.4459259,1.6423352,1.1448031,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,ind,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_ind_9_min
0.50454755,1.7322137,1.1604315,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,none,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_none_99_linear
0.50454755,1.7322137,1.1604315,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,none,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_none_99_max
0.4578704,1.6633555,1.1493411,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,none,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_none_99_min
0.4618636,1.6607712,1.14605235,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,none,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_none_9_linear
0.4475351,1.66774935,1.15670555,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,none,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_none_9_max
0.57866855,1.78429765,1.149413,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,none,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_none_9_min
0.4917185,1.7136521,1.1575652,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,one,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_one_99_linear
0.4917185,1.7136521,1.1575652,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,one,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_one_99_max
0.39881435,1.59582355,1.1451031,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,one,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_one_99_min
0.45700045,1.64732825,1.1417625,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,one,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_one_9_linear
0.44354355,1.6595878,1.1546206,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,one,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_one_9_max
0.4447172,1.640465,1.14447235,ac,lm_mrfr_err_noaug_mpt_10_0.5,author,one,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_author_one_9_min
0.4879997,1.7098181,1.15750765,ac,lm_mrfr_err_noaug_mpt_10_0.5,doc,,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_doc_99_linear
0.4879997,1.7098181,1.15750765,ac,lm_mrfr_err_noaug_mpt_10_0.5,doc,,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_doc_99_max
0.40340695,1.6194341,1.15461205,ac,lm_mrfr_err_noaug_mpt_10_0.5,doc,,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_doc_99_min
0.4483001,1.65474255,1.1498197,ac,lm_mrfr_err_noaug_mpt_10_0.5,doc,,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_doc_9_linear
0.4410288,1.6590433,1.15560565,ac,lm_mrfr_err_noaug_mpt_10_0.5,doc,,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_doc_9_max
0.4421856,1.64981115,1.1504114,ac,lm_mrfr_err_noaug_mpt_10_0.5,doc,,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.5_doc_9_min
0.41262285,1.6325339,1.1565539,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,ind,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_ind_99_linear
0.41262285,1.6325339,1.1565539,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,ind,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_ind_99_max
0.39384395,1.5570918,1.12822245,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,ind,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_ind_99_min
0.419271,1.6097246,1.14182525,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,ind,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_ind_9_linear
0.4174305,1.62225515,1.14901075,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,ind,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_ind_9_max
0.39787325,1.6107679,1.15304575,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,ind,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_ind_9_min
0.41297975,1.64830955,1.16426335,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,none,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_none_99_linear
0.41297975,1.64830955,1.16426335,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,none,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_none_99_max
0.4674442,1.62216275,1.12395775,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,none,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_none_99_min
0.43180975,1.64131215,1.15134965,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,none,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_none_9_linear
0.427895,1.6448499,1.1550759,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,none,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_none_9_max
0.5420632,1.76299715,1.1570653,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,none,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_none_9_min
0.4118501,1.62882065,1.1550836,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,one,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_one_99_linear
0.4118501,1.62882065,1.1550836,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,one,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_one_99_max
0.39174875,1.55538735,1.12841785,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,one,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_one_99_min
0.4201129,1.61073625,1.14191015,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,one,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_one_9_linear
0.4175232,1.61980545,1.14773955,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,one,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_one_9_max
0.3970214,1.61311565,1.15464555,ac,lm_mrfr_err_noaug_mpt_10_0.9,author,one,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_author_one_9_min
0.4021415,1.6278509,1.1594532,ac,lm_mrfr_err_noaug_mpt_10_0.9,doc,,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_doc_99_linear
0.4021415,1.6278509,1.1594532,ac,lm_mrfr_err_noaug_mpt_10_0.9,doc,,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_doc_99_max
0.3953767,1.56410685,1.13096365,ac,lm_mrfr_err_noaug_mpt_10_0.9,doc,,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_doc_99_min
0.41794855,1.61333195,1.14429025,ac,lm_mrfr_err_noaug_mpt_10_0.9,doc,,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_doc_9_linear
0.4160252,1.62044395,1.14880785,ac,lm_mrfr_err_noaug_mpt_10_0.9,doc,,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_doc_9_max
0.39699765,1.6198525,1.1580259,ac,lm_mrfr_err_noaug_mpt_10_0.9,doc,,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_10_0.9_doc_9_min
0.46726985,1.67416415,1.1500455,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,ind,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_ind_99_linear
0.46726985,1.67416415,1.1500455,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,ind,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_ind_99_max
0.39011585,1.6129584,1.15801975,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,ind,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_ind_99_min
0.45219965,1.66376535,1.15238135,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,ind,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_ind_9_linear
0.4444517,1.66915645,1.1589508,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,ind,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_ind_9_max
0.4328176,1.65411955,1.1572495,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,ind,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_ind_9_min
0.46791265,1.6739821,1.1496331,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,none,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_none_99_linear
0.46791265,1.6739821,1.1496331,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,none,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_none_99_max
0.4571504,1.67824015,1.1571433,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,none,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_none_99_min
0.45306955,1.6667624,1.15344495,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,none,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_none_9_linear
0.4449923,1.66858895,1.1583969,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,none,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_none_9_max
0.56588405,1.782359,1.154836,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,none,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_none_9_min
0.4677613,1.67920775,1.1523216,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,one,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_one_99_linear
0.4677613,1.67920775,1.1523216,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,one,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_one_99_max
0.3892221,1.61187665,1.15792575,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,one,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_one_99_min
0.4528888,1.6685823,1.15444525,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,one,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_one_9_linear
0.44487445,1.67175315,1.1600378,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,one,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_one_9_max
0.4327077,1.6555879,1.1580387,ac,lm_mrfr_err_noaug_mpt_15_0.1,author,one,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_author_one_9_min
0.46489945,1.6899844,1.159141,ac,lm_mrfr_err_noaug_mpt_15_0.1,doc,,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_doc_99_linear
0.46489945,1.6899844,1.159141,ac,lm_mrfr_err_noaug_mpt_15_0.1,doc,,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_doc_99_max
0.3943638,1.6181137,1.15847345,ac,lm_mrfr_err_noaug_mpt_15_0.1,doc,,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_doc_99_min
0.4363587,1.66972335,1.1632807,ac,lm_mrfr_err_noaug_mpt_15_0.1,doc,,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_doc_9_linear
0.43064335,1.6738717,1.1682126,ac,lm_mrfr_err_noaug_mpt_15_0.1,doc,,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_doc_9_max
0.4270611,1.6605229,1.1633294,ac,lm_mrfr_err_noaug_mpt_15_0.1,doc,,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.1_doc_9_min
0.5092324,1.6785274,1.1312461,ac,lm_mrfr_err_noaug_mpt_15_0.5,author,ind,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.5_author_ind_99_linear
0.5092324,1.6785274,1.1312461,ac,lm_mrfr_err_noaug_mpt_15_0.5,author,ind,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.5_author_ind_99_max
0.4384553,1.5782674,1.1165046,ac,lm_mrfr_err_noaug_mpt_15_0.5,author,ind,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.5_author_ind_99_min
0.4724602,1.6452232,1.13298005,ac,lm_mrfr_err_noaug_mpt_15_0.5,author,ind,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.5_author_ind_9_linear
0.4706542,1.64710685,1.1348248,ac,lm_mrfr_err_noaug_mpt_15_0.5,author,ind,9,max,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.5_author_ind_9_max
0.46670025,1.6433275,1.13491225,ac,lm_mrfr_err_noaug_mpt_15_0.5,author,ind,9,min,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.5_author_ind_9_min
0.50761535,1.6780447,1.1318132,ac,lm_mrfr_err_noaug_mpt_15_0.5,author,none,99,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.5_author_none_99_linear
0.50761535,1.6780447,1.1318132,ac,lm_mrfr_err_noaug_mpt_15_0.5,author,none,99,max,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.5_author_none_99_max
0.50133845,1.64469435,1.1182765,ac,lm_mrfr_err_noaug_mpt_15_0.5,author,none,99,min,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.5_author_none_99_min
0.47532675,1.6506964,1.1342833,ac,lm_mrfr_err_noaug_mpt_15_0.5,author,none,9,linear,,,,,,ac_lm_mrfr_err_noaug_mpt_15_0.5_author_none_9_linear
