diff_mean,disp_mean,rel_mean,ranker,source,group,subgroup,theta,hfunc,augmentation,val_metric,feature_method,num_features,balancing_factor,ranker_config
0.47781075,0.28246435,0.17999919999999997,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,ind,99,max,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_ind_99_max
0.49501315,0.2764174,0.16837454999999998,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,ind,99,min,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_ind_99_min
0.46156759999999986,0.22369880000000003,0.15873814999999997,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,ind,9,linear,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_ind_9_linear
0.46800235,0.22780174999999997,0.1575722,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,ind,9,max,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_ind_9_max
0.47199625,0.22732724999999995,0.155338,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,ind,9,min,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_ind_9_min
0.4799366500000001,0.2840183499999999,0.17971319999999996,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,none,99,linear,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_none_99_linear
0.4799366500000001,0.2840183499999999,0.17971319999999996,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,none,99,max,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_none_99_max
0.57703365,0.3593771,0.16884415,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,none,99,min,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_none_99_min
0.47066934999999993,0.2279557,0.15631574999999998,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,none,9,linear,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_none_9_linear
0.47558775000000003,0.2319241,0.1558407,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,none,9,max,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_none_9_max
0.6309436500000001,0.36820614999999995,0.14630364999999998,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,none,9,min,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_none_9_min
0.47876830000000004,0.28221565000000004,0.17939604999999997,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,one,99,linear,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_one_99_linear
0.47876830000000004,0.28221565000000004,0.17939604999999997,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,one,99,max,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_one_99_max
0.49552399999999996,0.2780346,0.16892775,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,one,99,min,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_one_99_min
0.46104175,0.22449365000000002,0.15939854999999997,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,one,9,linear,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_one_9_linear
0.4679770499999999,0.22918639999999998,0.15827715,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,one,9,max,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_one_9_max
